id,uniq_id,created_at,product_url,product_name,retail_price,discount,image_urls,description,category,sub_category,rating,brand
11,d5ebeb44-790d-42a7-889a-8f25e49daeae,2025-10-10T06:59:10.243Z,https://enlightened-disadvantage.biz/,Handmade Concrete Hat,344.65,41.96,"[""https://loremflickr.com/285/1975/product?lock=3644352145177160"",""https://loremflickr.com/1788/3353/product?lock=4980810188455240"",""https://loremflickr.com/1714/2676/product?lock=135021414381709""]","The Jason Chair is the latest in a series of lawful products from Wolff, Grant and O'Conner",Music,Electronic,2,"Schroeder, Zulauf and Bosco"
12,bc89fb8e-d3ac-4619-af21-ad2a44c4a7ff,2025-08-29T22:11:50.396Z,https://early-clavicle.com,Generic Silk Bacon,488.69,36.47,"[""https://loremflickr.com/25/2444/product?lock=1025290580143915"",""https://loremflickr.com/2390/851/product?lock=3181970293636191"",""https://loremflickr.com/2746/1540/product?lock=7110256299512702""]",Discover the burdensome new Gloves with an exciting mix of Wooden ingredients,Clothing,Sleek,3,"Davis, Weimann and Schimmel-Wolff"
13,ec7d45ef-4faa-4502-8769-4d522d7552b4,2026-05-24T08:03:29.503Z,https://pessimistic-forgery.org,Licensed Cotton Cheese,706.4,5.08,"[""https://loremflickr.com/961/3798/product?lock=2045772550510816"",""https://loremflickr.com/1525/3145/product?lock=7606716277012656"",""https://loremflickr.com/842/3371/product?lock=7807705674010667""]",The Realigned high-level budgetary management Hat offers reliable performance and scornful design,Outdoors,Tasty,2,Turner - Block
14,c8121263-b0c6-465c-92a1-b873103681aa,2025-08-16T20:11:38.926Z,https://ornery-costume.name,Gorgeous Rubber Soap,554.7,3.48,"[""https://loremflickr.com/207/2562/product?lock=2461079642531127"",""https://loremflickr.com/2460/2204/product?lock=7360755194008808"",""https://loremflickr.com/816/629/product?lock=6476287089228152""]",The blue Table combines Bouvet Island aesthetics with Platinum-based durability,Health,Fresh,3,Hagenes - Waelchi
15,7332089d-0cd4-400b-8ff7-bc4c8f40e06e,2026-06-26T07:31:39.480Z,https://snoopy-monocle.org/,Luxurious Gold Bike,298.55,16.68,"[""https://loremflickr.com/1728/1796/product?lock=6531256523289516"",""https://loremflickr.com/2420/1466/product?lock=3797195240527942"",""https://loremflickr.com/3957/701/product?lock=5287776677291996""]","Experience the olive brilliance of our Chips, perfect for abandoned environments",Electronics,Modern,4,Kessler LLC
16,b1b51e4d-53d6-45db-895b-27ccdd01b8af,2025-10-26T00:29:44.047Z,https://biodegradable-extension.org,Intelligent Silk Shirt,331.99,39.35,"[""https://loremflickr.com/402/1806/product?lock=668243427367245"",""https://loremflickr.com/2071/313/product?lock=5573462777484334"",""https://loremflickr.com/519/1126/product?lock=5470170997742317""]",The sleek and substantial Keyboard comes with turquoise LED lighting for smart functionality,Movies,Licensed,1,Volkman-Beahan Group
17,7a8a0546-da9f-4059-989c-c6184da6555e,2025-11-12T05:41:43.954Z,https://infatuated-availability.biz,Fresh Rubber Towels,249.19,48.75,"[""https://loremflickr.com/3980/3790/product?lock=6283965012235944"",""https://loremflickr.com/1317/3504/product?lock=4223185139100574"",""https://loremflickr.com/629/2885/product?lock=8183599087465228""]","Experience the fuchsia brilliance of our Gloves, perfect for weird environments",Baby,Modern,4,"Corwin, Batz and Considine"
18,4f88c8c6-2a36-45e1-836a-bc48b47e5197,2025-09-26T19:49:43.733Z,https://admired-independence.net,Ergonomic Plastic Pizza,39.05,29.27,"[""https://loremflickr.com/1102/1430/product?lock=5026488444934750"",""https://loremflickr.com/1566/3889/product?lock=5969093765511830"",""https://loremflickr.com/1077/1735/product?lock=924567310906736""]","Experience the sky blue brilliance of our Pants, perfect for wry environments",Outdoors,Incredible,1,Paucek Group
19,78a418eb-1f33-4646-8c4d-71d05ee4c63d,2026-03-19T02:25:15.156Z,https://common-blight.com,Luxurious Concrete Fish,525.19,35.79,"[""https://loremflickr.com/3692/1941/product?lock=6714607318732044"",""https://loremflickr.com/1056/729/product?lock=3658602093683841"",""https://loremflickr.com/2852/1045/product?lock=849956111727495""]","New Salad model with 97 GB RAM, 239 GB storage, and slimy features",Toys,Incredible,5,"Senger, Bergstrom and Ebert"
20,c68ad5a7-d22d-437e-813d-02b862439795,2026-02-11T02:47:54.043Z,https://tattered-intervention.info/,Small Rubber Bike,356.85,42.4,"[""https://loremflickr.com/1762/1506/product?lock=6186074313402474"",""https://loremflickr.com/3976/3111/product?lock=1317146118105025"",""https://loremflickr.com/1740/2071/product?lock=5665210025334196""]",The Proactive logistical alliance Car offers reliable performance and grubby design,Sports,Generic,4,Welch - Treutel
21,6fce54d7-401f-4e71-9c12-21f707d9876d,2025-11-30T12:21:39.564Z,https://accurate-fuel.org/,Rustic Steel Towels,838.49,46.98,"[""https://loremflickr.com/3026/3322/product?lock=2724848806151448"",""https://loremflickr.com/1379/1310/product?lock=4645334349945720"",""https://loremflickr.com/2464/3691/product?lock=2905116400648351""]","Discover the gorilla-like agility of our Salad, perfect for noted users",Baby,Fantastic,3,"Klocko, Harris and Volkman"
22,adbfe96d-7f46-4298-b4d5-db7d8af2947b,2025-09-13T00:35:38.449Z,https://swift-blight.info/,Tasty Aluminum Shirt,833.32,7.38,"[""https://loremflickr.com/3948/1259/product?lock=1214308663631862"",""https://loremflickr.com/1730/1994/product?lock=8017321274007532"",""https://loremflickr.com/3042/2157/product?lock=2414920998767133""]",The Self-enabling leading edge encoding Pants offers reliable performance and worldly design,Books,Practical,2,Wisoky Group
23,68d129f7-ddfc-4997-9d2b-d19c7fffb64d,2025-09-11T17:32:22.663Z,https://quiet-graffiti.com,Modern Cotton Gloves,278.09,11.64,"[""https://loremflickr.com/3573/2807/product?lock=4037223167545688"",""https://loremflickr.com/1562/3798/product?lock=8408313760101153"",""https://loremflickr.com/2691/3895/product?lock=3203563072089873""]",The sleek and expensive Chair comes with purple LED lighting for smart functionality,Outdoors,Bespoke,3,Wunsch Group
24,d26e55d7-b94f-48c4-ac1e-5cd27a9a58c9,2025-10-10T03:45:13.012Z,https://comfortable-larva.info/,Small Marble Fish,420.14,9.54,"[""https://loremflickr.com/2288/818/product?lock=4412870626040452"",""https://loremflickr.com/3434/2472/product?lock=8468386120798975"",""https://loremflickr.com/548/1912/product?lock=4847993882811809""]",The sleek and slow Bacon comes with ivory LED lighting for smart functionality,Toys,Fresh,4,Blanda Group
25,2f15ab9b-77a7-4f71-90cc-9dd7bde8d0fa,2026-02-10T22:31:56.602Z,https://trivial-swath.name/,Tasty Ceramic Pants,674.05,42.84,"[""https://loremflickr.com/2357/3529/product?lock=2487886540367764"",""https://loremflickr.com/1881/3635/product?lock=8163386593304520"",""https://loremflickr.com/1172/2616/product?lock=293301377609532""]","Experience the purple brilliance of our Shoes, perfect for writhing environments",Toys,Practical,2,Bosco - Emard
26,24e108ba-9433-4b4d-b9ba-7db10acf7a6d,2026-05-15T08:47:57.148Z,https://hot-puritan.info/,Awesome Metal Towels,167.15,25.1,"[""https://loremflickr.com/211/374/product?lock=6450042832141335"",""https://loremflickr.com/1034/583/product?lock=578452985758889"",""https://loremflickr.com/2900/2260/product?lock=4546759875082363""]",The silver Shirt combines Congo aesthetics with Gadolinium-based durability,Home,Small,3,Prohaska LLC
27,20d95c40-8590-45e0-8b5a-7f638d9a2284,2025-10-28T10:18:21.368Z,https://doting-graffiti.biz/,Modern Wooden Soap,515.35,21.31,"[""https://loremflickr.com/2881/222/product?lock=3662212664998574"",""https://loremflickr.com/3149/1739/product?lock=3681329329646418"",""https://loremflickr.com/769/366/product?lock=1172215245857166""]",Gleason-Pacocha - Willms's most advanced Mouse technology increases unknown capabilities,Industrial,Luxurious,4,Lang and Sons
28,260f5373-620f-4f29-be9f-671278726f2c,2026-05-09T04:18:31.718Z,https://friendly-platypus.info/,Handmade Steel Computer,478.4,42.96,"[""https://loremflickr.com/1683/2595/product?lock=4523921204137862"",""https://loremflickr.com/2960/2114/product?lock=867047611681756"",""https://loremflickr.com/3630/2391/product?lock=5013406311929622""]",Ergonomic Computer made with Metal for all-day unrealistic support,Outdoors,Fresh,3,Conroy - Barton
29,867de4fe-fd15-4755-84d9-a91a1096ab01,2025-10-23T19:35:59.171Z,https://advanced-dusk.name/,Practical Bamboo Bike,570.45,11.29,"[""https://loremflickr.com/873/2831/product?lock=3781253425719412"",""https://loremflickr.com/3801/1743/product?lock=6366204813823225"",""https://loremflickr.com/3828/2320/product?lock=4141858789242401""]",The sleek and scratchy Pants comes with red LED lighting for smart functionality,Toys,Gorgeous,3,"Murphy, Quigley and Kohler"
30,68924fb7-7349-4a8e-a20a-5dce7d0157a7,2026-07-04T02:46:12.570Z,https://nice-bonfire.org,Incredible Cotton Pants,335.19,45.77,"[""https://loremflickr.com/3550/1445/product?lock=7183109364666110"",""https://loremflickr.com/1147/1473/product?lock=7822263463300154"",""https://loremflickr.com/3950/2486/product?lock=6827627772553449""]","Discover the shark-like agility of our Pants, perfect for strident users",Beauty,Bespoke,1,Doyle Group
31,94776fab-6206-409e-abbe-1e39a7ab445e,2026-06-25T07:14:56.377Z,https://mindless-casket.com/,Refined Cotton Tuna,300.4,19.92,"[""https://loremflickr.com/3439/3712/product?lock=4837496847188565"",""https://loremflickr.com/939/1377/product?lock=2215634348215955"",""https://loremflickr.com/2486/848/product?lock=1576942035612962""]",Professional-grade Gloves perfect for moist training and recreational use,Garden,Sleek,5,"Will, Aufderhar and Emard"
32,68ed3175-de5f-4cb5-b928-3bd7518f3daf,2026-05-16T13:20:07.237Z,https://eminent-order.info/,Handcrafted Marble Gloves,709.29,39.64,"[""https://loremflickr.com/978/2947/product?lock=661409574512769"",""https://loremflickr.com/108/2233/product?lock=3407473068144630"",""https://loremflickr.com/2252/2357/product?lock=7590205580472329""]",Our cat-friendly Computer ensures serene comfort for your pets,Computers,Soft,1,Jacobson - Thompson
33,6ad5f047-694a-4c8b-b709-6a174e665b92,2026-06-11T22:27:06.223Z,https://insecure-sport.org/,Handmade Granite Mouse,66.59,33.99,"[""https://loremflickr.com/3095/2335/product?lock=7802371868419054"",""https://loremflickr.com/273/3645/product?lock=6330702336295989"",""https://loremflickr.com/1390/3152/product?lock=1814725896406104""]","Introducing the Lithuania-inspired Chair, blending gripping style with local craftsmanship",Movies,Recycled,5,Stamm LLC
34,c8841f11-9927-43ac-8ec4-921fc2faf267,2026-03-31T14:38:23.681Z,https://jam-packed-pantyhose.name,Fresh Ceramic Shirt,707.75,16.95,"[""https://loremflickr.com/3617/605/product?lock=420797394380249"",""https://loremflickr.com/1901/3032/product?lock=5433780035808839"",""https://loremflickr.com/2643/568/product?lock=3807896517353376""]","Discover the eagle-like agility of our Table, perfect for writhing users",Jewelry,Intelligent,1,Daugherty LLC
35,8e3ababa-cf08-4fe8-8338-b4a82430d0f9,2026-05-06T11:48:40.797Z,https://powerful-grass.com/,Sleek Bamboo Computer,305.9,40.85,"[""https://loremflickr.com/572/597/product?lock=6129135082562814"",""https://loremflickr.com/2454/1842/product?lock=5430675139872298"",""https://loremflickr.com/1910/2212/product?lock=2275176764162135""]",Discover the liquid new Cheese with an exciting mix of Marble ingredients,Automotive,Elegant,2,"Volkman, Will and Towne"
36,bb13e933-0e5f-4b91-9441-daf33cb0a56a,2025-09-20T08:22:18.958Z,https://rusty-flu.info,Small Bronze Computer,937,28.14,"[""https://loremflickr.com/1796/498/product?lock=7227440477479484"",""https://loremflickr.com/3484/3747/product?lock=1407905192134474"",""https://loremflickr.com/1379/3434/product?lock=587709775168305""]",Stylish Hat designed to make you stand out with uniform looks,Outdoors,Gorgeous,5,Mills - Thompson
37,5ce7d05f-bd1c-4f16-bbcd-cc079f32f029,2025-12-01T08:05:54.242Z,https://sentimental-midwife.com/,Small Rubber Car,10.39,29.27,"[""https://loremflickr.com/1641/2672/product?lock=4232629379994349"",""https://loremflickr.com/2222/1803/product?lock=269159403372920"",""https://loremflickr.com/3907/2526/product?lock=1117052327474518""]",The turquoise Chicken combines Western Sahara aesthetics with Bohrium-based durability,Beauty,Fantastic,1,"Homenick, Considine and Muller"
38,f44f916f-e94e-457e-8788-0a15bc391e9f,2025-09-24T21:15:12.745Z,https://vague-perp.net,Small Concrete Table,505.3,21.36,"[""https://loremflickr.com/400/1026/product?lock=7138902684191327"",""https://loremflickr.com/3004/2558/product?lock=7695618367504759"",""https://loremflickr.com/2246/1691/product?lock=6877444812970151""]",Our bitter-inspired Cheese brings a taste of luxury to your experienced lifestyle,Industrial,Frozen,5,Rowe - Brown
39,80953353-1f09-408b-939e-d7d41ede50e5,2026-06-17T22:51:39.670Z,https://heartfelt-flat.name/,Rustic Wooden Cheese,906.95,3.28,"[""https://loremflickr.com/3159/729/product?lock=7159117523603029"",""https://loremflickr.com/194/3064/product?lock=768683265472547"",""https://loremflickr.com/1074/578/product?lock=3359887044235750""]","Introducing the Mauritius-inspired Ball, blending accomplished style with local craftsmanship",Electronics,Ergonomic,5,"Wiza, Becker and Collier"
40,9436f157-3f77-4bd5-addf-2e9c9d146f9e,2025-12-12T17:10:34.402Z,https://fake-disk.name/,Oriental Aluminum Soap,328.09,10.95,"[""https://loremflickr.com/805/2795/product?lock=2769862764096205"",""https://loremflickr.com/1115/1594/product?lock=5381683795947650"",""https://loremflickr.com/547/1063/product?lock=3051264859068658""]","New Gloves model with 34 GB RAM, 9 GB storage, and rapid features",Sports,Refined,5,Heller LLC
41,03a9fa0d-d1c4-47ea-a110-c065b57bc529,2025-11-28T01:27:11.304Z,https://pretty-morning.net/,Unbranded Aluminum Tuna,403.29,41.96,"[""https://loremflickr.com/581/3359/product?lock=1231782634154618"",""https://loremflickr.com/3846/2729/product?lock=2948780927011998"",""https://loremflickr.com/3683/3013/product?lock=5786700936816733""]",The AI-driven 24/7 project Chicken offers reliable performance and helpless design,Baby,Fantastic,2,Littel LLC
42,618c8d35-9b57-416c-91e1-2949d503ed0c,2026-02-01T09:11:02.841Z,https://gleaming-cake.org,Soft Granite Ball,376.85,18.05,"[""https://loremflickr.com/1554/3254/product?lock=8157394081594533"",""https://loremflickr.com/32/2208/product?lock=229978108047857"",""https://loremflickr.com/2012/1215/product?lock=6589290453817393""]","New Chicken model with 37 GB RAM, 571 GB storage, and brisk features",Grocery,Incredible,2,Rosenbaum - Welch
43,a4c99f45-e51d-4d02-a30e-59ca6ceaf6ab,2026-06-30T04:22:36.615Z,https://limping-dead.biz/,Small Ceramic Fish,216.25,22.97,"[""https://loremflickr.com/1991/2417/product?lock=3380566882217204"",""https://loremflickr.com/2176/3074/product?lock=1605815692206317"",""https://loremflickr.com/953/1278/product?lock=8517112479583886""]","Savor the delicious essence in our Tuna, designed for comfortable culinary adventures",Electronics,Generic,5,Purdy - Sawayn
44,c14ed11c-53cf-43f6-a462-06bf72a1dfc4,2026-03-07T12:58:38.069Z,https://rare-cd.net,Fantastic Metal Fish,417.59,9.3,"[""https://loremflickr.com/1118/634/product?lock=8742860532362401"",""https://loremflickr.com/1800/763/product?lock=6588708035289023"",""https://loremflickr.com/742/3285/product?lock=6266320996156744""]",Our sea lion-friendly Computer ensures wrong comfort for your pets,Tools,Awesome,1,"Dach, Hane and Welch"
45,f3e1b2a9-00af-4dfd-ab09-8c157a4379e8,2026-03-19T18:42:40.874Z,https://excitable-pearl.biz/,Sleek Ceramic Shirt,187.45,29.96,"[""https://loremflickr.com/2848/2717/product?lock=977852600361429"",""https://loremflickr.com/3096/1013/product?lock=1535416779018635"",""https://loremflickr.com/746/3503/product?lock=2513526980593848""]","Savor the moist essence in our Chips, designed for only culinary adventures",Kids,Incredible,4,Lebsack - Nolan
46,2f277fee-a8b2-434c-b7ef-757d775d61c2,2025-08-09T10:32:16.086Z,https://somber-season.name,Awesome Bamboo Towels,538.15,45.02,"[""https://loremflickr.com/3651/38/product?lock=4314867336096230"",""https://loremflickr.com/2707/2457/product?lock=1705755047322538"",""https://loremflickr.com/1375/1618/product?lock=8187929444008274""]","Bergstrom, Corkery and Daugherty-Fay's most advanced Bike technology increases thin capabilities",Garden,Intelligent,3,Bogisich Inc
47,57d84ed8-fde5-4a49-b1b1-87ebd3fb131f,2025-10-11T03:28:50.761Z,https://prime-toothbrush.name,Sleek Gold Bacon,61.8,8.84,"[""https://loremflickr.com/2016/885/product?lock=8422280501139594"",""https://loremflickr.com/3104/85/product?lock=5840113922777412"",""https://loremflickr.com/652/3367/product?lock=2738102563968740""]",Innovative Chips featuring grounded technology and Bronze construction,Games,Sleek,3,"Stracke, Krajcik and Gusikowski-Roob"
48,7f3ad2bc-4ca1-4398-9ea5-ba0c1ab560ef,2025-09-25T02:32:56.960Z,https://awful-wedding.name,Ergonomic Gold Mouse,596.39,47.67,"[""https://loremflickr.com/2178/971/product?lock=3825136791618321"",""https://loremflickr.com/2534/2780/product?lock=8125034661100493"",""https://loremflickr.com/1713/1596/product?lock=5329118239722656""]","Introducing the Croatia-inspired Ball, blending awesome style with local craftsmanship",Shoes,Elegant,2,"Prosacco, Tremblay and Zboncak"
49,41403093-d601-4d99-bf76-7dd465f93b39,2025-07-13T23:48:23.387Z,https://stable-hello.name/,Handmade Plastic Ball,875.59,41.54,"[""https://loremflickr.com/1796/569/product?lock=1815959186089226"",""https://loremflickr.com/1592/415/product?lock=8690997011668011"",""https://loremflickr.com/3342/2059/product?lock=1353534185246673""]",Discover the ill new Chair with an exciting mix of Rubber ingredients,Tools,Licensed,2,Bernhard LLC
50,d0965327-7a4b-43c4-82c8-9831ddc4b0ab,2026-01-05T10:06:57.045Z,https://violent-vibraphone.name/,Fresh Gold Bike,920.45,44.54,"[""https://loremflickr.com/2983/1311/product?lock=7860825035706608"",""https://loremflickr.com/282/36/product?lock=5948243598263907"",""https://loremflickr.com/1644/1201/product?lock=8779043416755085""]",Stylish Chips designed to make you stand out with giving looks,Toys,Incredible,4,Schuppe Group
51,e6ed9256-c3fd-4269-be98-14debcb6792d,2026-05-28T01:44:40.181Z,https://apprehensive-sundae.net,Bespoke Bronze Soap,940.5,32.96,"[""https://loremflickr.com/1024/2167/product?lock=4274916754520571"",""https://loremflickr.com/3775/1191/product?lock=8139738485204385"",""https://loremflickr.com/652/1980/product?lock=6875359685579675""]",New gold Bike with ergonomic design for liquid comfort,Grocery,Modern,5,"Berge, Dare and Simonis"
52,d3b8321d-9994-4d25-baae-5fb4decd2b42,2025-09-07T16:34:52.727Z,https://sure-footed-pulse.name/,Rustic Ceramic Salad,267.89,33.8,"[""https://loremflickr.com/955/2697/product?lock=5865717104810878"",""https://loremflickr.com/2091/1915/product?lock=4390130233806219"",""https://loremflickr.com/1584/2851/product?lock=6945361669097431""]",The Front-line global service-desk Towels offers reliable performance and thin design,Books,Soft,5,Hackett LLC
53,b5ac7413-924b-48fb-9ea4-afaf0a1540f5,2025-08-18T08:20:59.156Z,https://familiar-fundraising.com/,Bespoke Cotton Pizza,57.49,20.25,"[""https://loremflickr.com/1857/1012/product?lock=4607699862006241"",""https://loremflickr.com/2922/1753/product?lock=4333298547361058"",""https://loremflickr.com/1837/1490/product?lock=8013801332240167""]","Introducing the Western Sahara-inspired Keyboard, blending frequent style with local craftsmanship",Garden,Incredible,3,Balistreri Group
54,cc48d42d-b6d9-443a-9734-08df9bc06ec1,2025-11-03T13:20:58.244Z,https://discrete-co-producer.biz/,Frozen Marble Ball,549.69,30.3,"[""https://loremflickr.com/3529/3352/product?lock=8660866899185498"",""https://loremflickr.com/1117/805/product?lock=8060012862262181"",""https://loremflickr.com/1864/2074/product?lock=2491842361226012""]",Our tender-inspired Hat brings a taste of luxury to your subtle lifestyle,Electronics,Luxurious,5,Emmerich Group
55,f9328e44-0cd4-4e5c-a2cd-7c15c161f7df,2026-03-13T15:29:13.929Z,https://gaseous-interior.org,Handcrafted Concrete Chair,510.05,24.22,"[""https://loremflickr.com/1762/2911/product?lock=2498134443010773"",""https://loremflickr.com/1284/1228/product?lock=5265081222369758"",""https://loremflickr.com/1888/717/product?lock=988634082439011""]","Discover the zebra-like agility of our Mouse, perfect for yellowish users",Music,Bespoke,3,Nitzsche - Raynor
56,481dc629-87a5-4b97-ac83-b77f3f29e0b3,2026-03-07T23:24:14.922Z,https://ruddy-honesty.net,Awesome Silk Sausages,132.85,6.08,"[""https://loremflickr.com/2106/1380/product?lock=5571846974528822"",""https://loremflickr.com/3472/677/product?lock=8778483057689835"",""https://loremflickr.com/1875/1201/product?lock=882195408378012""]","New Ball model with 95 GB RAM, 372 GB storage, and able features",Industrial,Sleek,4,"Rippin, Larkin and Nader-Walter"
57,ad43b5c3-4032-4906-9916-cf110d97af68,2025-12-27T03:30:50.873Z,https://trim-epic.net,Practical Granite Fish,215.9,31.85,"[""https://loremflickr.com/3534/3873/product?lock=8990582703859966"",""https://loremflickr.com/3165/3618/product?lock=4109235825175697"",""https://loremflickr.com/2389/1688/product?lock=8974361834586520""]","Discover the fox-like agility of our Pizza, perfect for late users",Health,Small,4,Blanda - Towne
58,600e98c1-7aa2-42c0-9fbd-a4fef8f8a044,2025-09-08T03:31:34.623Z,https://well-lit-wafer.net/,Awesome Wooden Pizza,22.95,45.75,"[""https://loremflickr.com/2558/2398/product?lock=4118190363165931"",""https://loremflickr.com/1333/1330/product?lock=765227851219139"",""https://loremflickr.com/1531/1976/product?lock=1872631044615603""]",Discover the nocturnal new Shoes with an exciting mix of Ceramic ingredients,Automotive,Modern,2,White-Gerlach - Russel
59,ce030be9-b077-4d47-abfe-fb51a4548d1c,2026-02-10T04:56:45.012Z,https://sugary-overload.com/,Fresh Bronze Sausages,899.95,3.53,"[""https://loremflickr.com/3330/1245/product?lock=2513377338423484"",""https://loremflickr.com/3632/3198/product?lock=5887593235575174"",""https://loremflickr.com/1673/584/product?lock=2397098447381451""]",Innovative Sausages featuring wide technology and Granite construction,Sports,Refined,3,"Nicolas, Gulgowski and Blanda"
60,4262fc78-70eb-466c-a163-9f3b783baf1f,2026-02-13T19:07:36.909Z,https://angelic-technician.com/,Incredible Marble Tuna,744.59,4.43,"[""https://loremflickr.com/467/1083/product?lock=5927161716380911"",""https://loremflickr.com/3007/1067/product?lock=7750959933569351"",""https://loremflickr.com/849/3958/product?lock=7461411434962600""]",The purple Sausages combines Faroe Islands aesthetics with Cerium-based durability,Grocery,Unbranded,5,Gibson - Gislason
61,16878084-b3e9-430e-8881-b42beb171b58,2026-04-02T22:30:45.700Z,https://total-waterspout.com,Luxurious Bamboo Hat,836.19,4.13,"[""https://loremflickr.com/2934/1725/product?lock=2180915055367099"",""https://loremflickr.com/1582/1727/product?lock=2545672556396561"",""https://loremflickr.com/1514/2019/product?lock=5899346995816286""]","Savor the spicy essence in our Ball, designed for cautious culinary adventures",Tools,Modern,4,"Zulauf, Hermann and Beer"
62,c0e5b296-8934-4de1-928c-7b8a625c037d,2025-07-29T04:54:30.314Z,https://upset-whack.org/,Tasty Plastic Towels,769.7,11.13,"[""https://loremflickr.com/1015/2090/product?lock=3311689158205194"",""https://loremflickr.com/3412/3183/product?lock=4578480265887502"",""https://loremflickr.com/3906/3956/product?lock=5123658756620570""]","Experience the red brilliance of our Pants, perfect for distinct environments",Movies,Small,4,"Rohan, Abshire and Roob"
